patent_id,title,abstract,filing_date,year
10004558,System and method for 5G beamforming optimization,"This invention discloses system and method for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-04-29,2024
10004559,System and method for autonomous vehicle perception,"This invention discloses system and method for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-01-13,2018
10004560,System and method for neural network compression,"This invention discloses system and method for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-01-03,2020
10004561,System and method for satellite collision avoidance,"This invention discloses system and method for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-01-08,2023
10004562,System and method for speech-to-text noise robustness,"This invention discloses system and method for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-09-03,2019
10004563,Method for edge computing resource scheduling,"This invention discloses method for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-12-17,2018
10004564,System and method for secure multi-party computation,"This invention discloses system and method for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-09-29,2020
10004565,Composition for autonomous vehicle perception,"This invention discloses composition for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-12-19,2018
10004566,Composition for edge computing resource scheduling,"This invention discloses composition for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-03-10,2018
10004567,Method for edge computing resource scheduling,"This invention discloses method for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-10-07,2021
10004568,Apparatus for speech-to-text noise robustness,"This invention discloses apparatus for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-04-05,2018
10004569,Process for edge computing resource scheduling,"This invention discloses process for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-12-30,2024
10004570,Process for neural network compression,"This invention discloses process for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-07-11,2020
10004571,Apparatus for edge computing resource scheduling,"This invention discloses apparatus for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-01-26,2022
10004572,Composition for quantum error correction,"This invention discloses composition for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-08-23,2020
10004573,Composition for low-latency video coding,"This invention discloses composition for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-12-03,2020
10004574,Method for neural network compression,"This invention discloses method for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-11-30,2020
10004575,System and method for wearable biosensor,"This invention discloses system and method for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-02-06,2024
10004576,Method for secure multi-party computation,"This invention discloses method for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-03-23,2022
10004577,Device for battery thermal management,"This invention discloses device for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-08-13,2024
10004578,Process for wearable biosensor,"This invention discloses process for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-02-25,2019
10004579,Device for robotic grasp planning,"This invention discloses device for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-03-21,2019
10004580,Device for OLED display fabrication,"This invention discloses device for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-08-26,2021
10004581,System and method for quantum error correction,"This invention discloses system and method for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-09-24,2022
10004582,Device for low-latency video coding,"This invention discloses device for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-10-25,2019
10004583,System and method for speech-to-text noise robustness,"This invention discloses system and method for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-02-21,2021
10004584,Process for satellite collision avoidance,"This invention discloses process for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-12-01,2024
10004585,System and method for speech-to-text noise robustness,"This invention discloses system and method for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-01-21,2019
10004586,System and method for OLED display fabrication,"This invention discloses system and method for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-01-09,2023
10004587,System and method for low-latency video coding,"This invention discloses system and method for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-10-28,2022
10004588,Composition for drug delivery via nanoparticles,"This invention discloses composition for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-21,2024
10004589,Composition for secure multi-party computation,"This invention discloses composition for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-04-15,2019
10004590,Method for OLED display fabrication,"This invention discloses method for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-02,2024
10004591,Apparatus for image super-resolution,"This invention discloses apparatus for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-10-06,2020
10004592,Device for solid-state battery electrolyte,"This invention discloses device for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-01-10,2018
10004593,System and method for battery thermal management,"This invention discloses system and method for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-11-29,2019
10004594,Apparatus for lidar point-cloud filtering,"This invention discloses apparatus for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-12-17,2021
10004595,Composition for drug delivery via nanoparticles,"This invention discloses composition for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-12-28,2018
10004596,Method for battery thermal management,"This invention discloses method for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-06-15,2024
10004597,Apparatus for speech-to-text noise robustness,"This invention discloses apparatus for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-10-21,2021
10004598,Process for OLED display fabrication,"This invention discloses process for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-11-23,2023
10004599,Method for drug delivery via nanoparticles,"This invention discloses method for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-05-22,2022
10004600,Composition for robotic grasp planning,"This invention discloses composition for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-05-17,2020
10004601,Device for speech-to-text noise robustness,"This invention discloses device for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-10-11,2019
10004602,Device for solid-state battery electrolyte,"This invention discloses device for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-12-04,2022
10004603,Method for secure multi-party computation,"This invention discloses method for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-04-14,2021
10004604,System and method for secure multi-party computation,"This invention discloses system and method for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-09-11,2019
10004605,Apparatus for solid-state battery electrolyte,"This invention discloses apparatus for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-06-26,2023
10004606,Device for satellite collision avoidance,"This invention discloses device for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-12-03,2020
10004607,Device for solid-state battery electrolyte,"This invention discloses device for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-12-04,2022
10004608,Method for gene editing with CRISPR variants,"This invention discloses method for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-05-21,2019
10004609,Method for lidar point-cloud filtering,"This invention discloses method for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-09-23,2020
10004610,Process for quantum error correction,"This invention discloses process for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-02-15,2020
10004611,Composition for autonomous vehicle perception,"This invention discloses composition for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-09-29,2023
10004612,Method for low-latency video coding,"This invention discloses method for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-10-19,2020
10004613,Process for satellite collision avoidance,"This invention discloses process for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-11-22,2024
10004614,Composition for quantum error correction,"This invention discloses composition for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-04-26,2024
10004615,Method for lidar point-cloud filtering,"This invention discloses method for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-07-02,2024
10004616,Device for battery thermal management,"This invention discloses device for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-08-11,2023
10004617,System and method for gene editing with CRISPR variants,"This invention discloses system and method for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-06-05,2018
10004618,Process for robotic grasp planning,"This invention discloses process for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-06-24,2019
10004619,Apparatus for solid-state battery electrolyte,"This invention discloses apparatus for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-02-11,2019
10004620,Method for satellite collision avoidance,"This invention discloses method for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-03-30,2021
10004621,Device for battery thermal management,"This invention discloses device for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-06-05,2022
10004622,Device for 5G beamforming optimization,"This invention discloses device for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-01-24,2020
10004623,Apparatus for solid-state battery electrolyte,"This invention discloses apparatus for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-03-12,2024
10004624,Method for image super-resolution,"This invention discloses method for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-07-14,2020
10004625,Method for OLED display fabrication,"This invention discloses method for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-03-20,2020
10004626,Apparatus for battery thermal management,"This invention discloses apparatus for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-08-02,2018
10004627,Apparatus for edge computing resource scheduling,"This invention discloses apparatus for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-07-11,2023
10004628,Process for satellite collision avoidance,"This invention discloses process for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-11-28,2024
10004629,Process for autonomous vehicle perception,"This invention discloses process for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-09-14,2021
10004630,Process for image super-resolution,"This invention discloses process for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-12-17,2019
10004631,Composition for quantum error correction,"This invention discloses composition for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-03-05,2024
10004632,Composition for wireless power transfer,"This invention discloses composition for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-09-04,2023
10004633,Method for neural network compression,"This invention discloses method for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-05-02,2023
10004634,Device for solid-state battery electrolyte,"This invention discloses device for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-18,2024
10004635,Composition for 5G beamforming optimization,"This invention discloses composition for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-03-11,2018
10004636,Method for speech-to-text noise robustness,"This invention discloses method for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-03-19,2023
10004637,Apparatus for autonomous vehicle perception,"This invention discloses apparatus for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-15,2018
10004638,Method for edge computing resource scheduling,"This invention discloses method for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-03-01,2020
10004639,Device for secure multi-party computation,"This invention discloses device for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-09-19,2022
10004640,System and method for gene editing with CRISPR variants,"This invention discloses system and method for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-05-07,2018
10004641,Method for solid-state battery electrolyte,"This invention discloses method for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-11-13,2019
10004642,Device for OLED display fabrication,"This invention discloses device for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-06-19,2019
10004643,Method for edge computing resource scheduling,"This invention discloses method for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-08-03,2018
10004644,Device for wireless power transfer,"This invention discloses device for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-01-13,2023
10004645,System and method for autonomous vehicle perception,"This invention discloses system and method for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-10-08,2024
10004646,Method for battery thermal management,"This invention discloses method for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-09-24,2021
10004647,Apparatus for 5G beamforming optimization,"This invention discloses apparatus for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-15,2024
10004648,System and method for low-latency video coding,"This invention discloses system and method for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-12-16,2020
10004649,Composition for low-latency video coding,"This invention discloses composition for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-11-30,2023
10004650,Device for battery thermal management,"This invention discloses device for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-11-22,2019
10004651,Device for image super-resolution,"This invention discloses device for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-03-23,2021
10004652,System and method for carbon capture using metal-organic frameworks,"This invention discloses system and method for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-09-12,2019
10004653,Composition for 5G beamforming optimization,"This invention discloses composition for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-10-31,2019
10004654,Process for satellite collision avoidance,"This invention discloses process for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-02,2024
10004655,Apparatus for autonomous vehicle perception,"This invention discloses apparatus for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-05-10,2023
10004656,Apparatus for OLED display fabrication,"This invention discloses apparatus for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-04-21,2019
10004657,System and method for solid-state battery electrolyte,"This invention discloses system and method for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-12-06,2022
10004658,Device for wireless power transfer,"This invention discloses device for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-04-09,2023
10004659,Device for robotic grasp planning,"This invention discloses device for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-08-08,2021
10004660,Method for carbon capture using metal-organic frameworks,"This invention discloses method for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-11-07,2020
10004661,Device for wireless power transfer,"This invention discloses device for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-03-06,2023
10004662,Method for drug delivery via nanoparticles,"This invention discloses method for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-01-26,2023
10004663,Composition for wireless power transfer,"This invention discloses composition for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-02-07,2023
10004664,Device for secure multi-party computation,"This invention discloses device for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-04-09,2022
10004665,Composition for lidar point-cloud filtering,"This invention discloses composition for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-04-05,2021
10004666,Device for wearable biosensor,"This invention discloses device for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-09-01,2019
10004667,Composition for low-latency video coding,"This invention discloses composition for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-05-25,2021
10004668,System and method for edge computing resource scheduling,"This invention discloses system and method for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-06-10,2022
10004669,Apparatus for quantum error correction,"This invention discloses apparatus for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-09-13,2018
10004670,Device for satellite collision avoidance,"This invention discloses device for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-12-07,2020
10004671,System and method for autonomous vehicle perception,"This invention discloses system and method for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-10-16,2021
10004672,System and method for drug delivery via nanoparticles,"This invention discloses system and method for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-09-22,2018
10004673,Method for solid-state battery electrolyte,"This invention discloses method for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-01-12,2021
10004674,System and method for autonomous vehicle perception,"This invention discloses system and method for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-01-29,2019
10004675,Composition for edge computing resource scheduling,"This invention discloses composition for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-10-08,2022
10004676,Device for wearable biosensor,"This invention discloses device for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-17,2024
10004677,Process for lidar point-cloud filtering,"This invention discloses process for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-01-29,2023
10004678,Method for OLED display fabrication,"This invention discloses method for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-03-13,2019
10004679,Device for edge computing resource scheduling,"This invention discloses device for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-08-04,2023
10004680,Composition for robotic grasp planning,"This invention discloses composition for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-04-05,2023
10004681,Process for 5G beamforming optimization,"This invention discloses process for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-10-02,2019
10004682,Device for lidar point-cloud filtering,"This invention discloses device for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-07-19,2018
10004683,Method for wireless power transfer,"This invention discloses method for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-04-19,2019
10004684,System and method for battery thermal management,"This invention discloses system and method for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-12-15,2024
10004685,System and method for neural network compression,"This invention discloses system and method for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-19,2024
10004686,System and method for image super-resolution,"This invention discloses system and method for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-09-20,2019
10004687,Process for low-latency video coding,"This invention discloses process for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-03-25,2021
10004688,Method for gene editing with CRISPR variants,"This invention discloses method for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-12-29,2019
10004689,Process for neural network compression,"This invention discloses process for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-06-01,2022
10004690,Method for image super-resolution,"This invention discloses method for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-07-14,2024
10004691,Apparatus for quantum error correction,"This invention discloses apparatus for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-30,2018
10004692,Composition for carbon capture using metal-organic frameworks,"This invention discloses composition for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-10-28,2023
10004693,Apparatus for image super-resolution,"This invention discloses apparatus for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-04-21,2019
10004694,Device for speech-to-text noise robustness,"This invention discloses device for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-02-12,2020
10004695,Device for OLED display fabrication,"This invention discloses device for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-01-07,2020
10004696,Method for robotic grasp planning,"This invention discloses method for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-10-31,2020
10004697,System and method for autonomous vehicle perception,"This invention discloses system and method for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-02-22,2022
10004698,Method for lidar point-cloud filtering,"This invention discloses method for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-05-09,2024
10004699,Process for 5G beamforming optimization,"This invention discloses process for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-01-10,2022
10004700,Device for edge computing resource scheduling,"This invention discloses device for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-01-17,2020
10004701,Apparatus for satellite collision avoidance,"This invention discloses apparatus for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-02-12,2019
10004702,Apparatus for lidar point-cloud filtering,"This invention discloses apparatus for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-03-01,2019
10004703,Method for battery thermal management,"This invention discloses method for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-05-02,2023
10004704,Apparatus for OLED display fabrication,"This invention discloses apparatus for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-07-17,2022
10004705,Composition for autonomous vehicle perception,"This invention discloses composition for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-11-30,2019
